205.5625 151.7500
205.4375 154.1875
205.1250 157.5625
204.6250 161.8125
203.8750 167.0000
202.9375 172.5000
202.1250 176.6875
201.3125 179.6875
200.5625 181.3750
199.1875 182.8125
197.3125 183.2500
196.1250 183.1875
194.3125 182.9375
192.2500 182.6875
189.5625 182.5000
186.1875 182.3750
182.2500 182.2500
177.6250 182.1250
172.3750 182.0625
166.5625 182.0000
160.0625 182.0000
155.8750 182.0000
150.7500 181.9375
144.7500 181.9375
137.8125 181.8750
130.8750 181.8125
124.8125 181.8125
119.7500 181.8125
115.5625 181.8125
113.5625 181.5000
112.8125 180.6250
112.5625 179.0000
112.6250 174.3125
112.7500 168.4375
112.8750 164.5625
113.0000 161.5625
113.1250 159.2500
113.1875 157.8125
109.7500 157.5000
106.6875 157.2500
104.0625 157.1250
101.8750 157.0625
93.1250 157.1250
85.7500 157.2500
79.8750 157.5000
75.4375 157.8125
73.8750 158.0625
73.0000 158.3750
72.4375 159.0000
71.7500 160.2500
69.8125 164.3750
67.9375 169.0000
66.0625 174.0625
64.1875 179.5625
63.7500 180.7500
63.4375 181.2500
62.8125 181.5625
61.5625 181.8125
59.3125 182.0625
56.4375 182.2500
52.8125 182.3125
48.5625 182.3750
44.2500 182.3125
40.5000 182.2500
37.4375 182.0625
35.0000 181.8125
32.7500 181.0000
32.0000 179.1875
32.1250 176.2500
32.3750 172.1875
32.6875 168.0625
32.8125 165.1875
33.0000 162.9375
33.6250 160.8125
33.8125 160.4375
34.3125 159.3750
35.1250 157.6875
36.2500 155.3750
37.6875 152.3750
39.4375 148.6875
41.5625 144.3750
43.9375 139.3750
46.8125 133.3125
50.1250 126.3125
53.8125 118.3750
57.9375 109.5625
62.4375 99.7500
67.3750 89.0625
72.6875 77.3750
78.3750 64.8125
79.8125 61.7500
81.5000 58.0625
83.4375 53.6250
85.5625 48.5625
86.3125 46.9375
87.1250 45.7500
88.1250 45.0625
89.2500 44.8125
92.3750 44.8750
96.0625 45.0000
100.3125 45.1875
105.1875 45.5000
110.3125 45.8125
114.6875 46.0625
118.2500 46.2500
121.1250 46.3125
123.5000 46.4375
127.3750 46.5000
132.7500 46.6250
139.6250 46.7500
145.0625 46.8125
149.9375 46.8750
154.3125 46.9375
158.1875 46.9375
161.5000 46.9375
165.6250 46.8750
170.5000 46.7500
176.0625 46.5625
181.6250 46.3750
186.5000 46.2500
190.5625 46.1875
193.9375 46.1250
196.2500 46.3750
198.0000 47.1250
199.1875 48.3125
199.8125 49.9375
200.1250 51.7500
200.5000 54.6250
200.9375 58.5000
201.4375 63.4375
201.8750 68.3750
202.2500 72.3125
202.4375 75.2500
202.5000 77.0625
202.0000 78.6250
200.3750 79.1250
198.2500 79.0625
195.6250 78.9375
192.5625 78.6875
189.0625 78.3125
185.3750 77.9375
182.2500 77.6875
179.6250 77.5625
177.5625 77.5000
176.0000 77.4375
173.9375 77.3750
171.3750 77.2500
168.2500 77.0625
162.9375 76.9375
158.8750 76.8750
156.5000 77.0000
154.6250 77.5000
153.2500 78.2500
152.3750 79.3125
152.1875 80.1875
152.0000 81.7500
151.9375 83.9375
151.8750 86.7500
152.0000 89.7500
152.3750 92.2500
153.0000 94.1250
153.8750 95.4375
154.9375 96.2500
156.3750 96.8750
158.1875 97.1875
160.3750 97.3125
161.8750 97.2500
164.3125 97.1250
166.8750 97.0625
169.0000 97.0000
178.8750 96.8750
187.3750 96.4375
189.1250 96.3125
192.3125 95.8125
195.0625 95.5625
197.1875 95.4375
199.0000 96.0000
199.6250 97.6875
199.6250 97.5000
199.5000 97.8750
199.3750 98.8750
199.1875 100.3750
198.9375 102.5625
198.6250 105.2500
198.2500 108.5625
197.8125 112.4375
197.1875 120.1875
197.0000 127.9375
196.2500 129.3750
194.0000 129.8750
193.5000 129.8125
191.8125 129.6250
189.0625 129.3125
185.1250 128.8750
181.7500 128.6250
177.3125 128.4375
171.7500 128.3750
165.1250 128.3125
160.2500 128.1250
158.0000 128.0000
156.7500 127.9375
154.3750 128.3750
152.8750 129.5625
152.4375 130.5625
152.1250 132.0000
151.9375 133.8750
151.8750 136.2500
151.9375 139.6250
152.1250 142.3125
152.4375 144.3750
152.8750 145.7500
154.3125 147.3750
156.9375 148.6875
160.6875 149.5625
165.6250 150.0625
165.8125 150.0625
166.5000 150.0625
167.6250 150.0625
169.1875 150.0625
171.2500 150.0625
173.8125 150.0625
176.8125 150.0625
180.2500 150.0625
182.4375 150.0000
185.1250 149.8125
188.2500 149.5625
191.8750 149.1875
195.5000 148.7500
198.6250 148.5000
201.2500 148.3125
203.3750 148.2500
204.3125 148.4375
205.0000 149.1250
205.4375 150.1875
